carID,brand,model,year,transmission,mileage (mi),odometer (km),fuelType,mpg (mi),L/100km,engineSize (L),price (£),price (CAD)
12446, hyundi, IX35, 2015, Manual, 49291, 79326, Diesel, 53.3, 4.41, 1.7, 8498, 14446.6
12447, hyundi, Santa Fe, 2019, Semi-Auto, 13675, 22008, Diesel, 39.8, 5.91, 2.2, 31390, 53363
12454, vw, Caravelle, 2012, Semi-Auto, 212000, 341180, Diesel, 34.4, 6.84, 2, 11995, 20391.5
12455, bmw, 7 Series, 2019, Semi-Auto, 2212, 3560, Diesel, 42.2, 5.57, 3, 45400, 77180
12456, vw, Tiguan Allspace, 2020, Semi-Auto, 5000, 8047, Diesel, 38.7, 6.08, 2, 34250, 58225
12458, vw, Amarok, 2019, Automatic, 8000, 12875, Diesel, 33.6, 7, 3, 35990, 61183
12459, merc, CLS Class, 2016, Automatic, 42651, 68640, Diesel, 56.5, 4.16, 2.1, 19383, 32951.1
12461, vw, Scirocco, 2015, Manual, 46027, 74073, Diesel, 55.4, 4.25, 2, 11498, 19546.6
12462, hyundi, IX35, 2014, Manual, 31172, 50166, Diesel, 53.3, 4.41, 1.7, 9295, 15801.5
12464, vw, Arteon, 2018, Manual, 5317, 8557, Diesel, 61.4, 3.83, 2, 20899, 35528.3
12466, audi, A8, 2018, Automatic, 11300, 18186, Diesel, 50.4, 4.67, 3, 34399, 58478.3
12470, bmw, 8 Series, 2019, Semi-Auto, 12, 19, Diesel, 39.8, 5.91, 3, 57000, 96900
12471, merc, V Class, 2020, Semi-Auto, 2859, 4601, Diesel, 36.2, 6.5, 2, 43950, 74715
12472, ford, KA, 2019, Manual, 6000, 9656, Petrol, 47.9, 4.91, 1.2, 9000, 15300
12473, ford, Puma, 2020, Manual, 10, 16, Petrol, 50.4, 4.67, 1, 21495, 36541.5
12475, toyota, Prius, 2008, Automatic, 133107, 214214, Hybrid, 65.7, 3.58, 1.5, 3995, 6791.5
12476, vw, Shuttle, 2018, Manual, 24511, 39447, Diesel, 47.1, 4.99, 2, 18998, 32296.6
12477, ford, Puma, 2020, Manual, 1000, 1609, Petrol, 49.6, 4.74, 1, 22998, 39096.6
12478, bmw, 7 Series, 2016, Automatic, 8814, 14185, Petrol, 35.3, 6.66, 4.4, 35480, 60316
12479, hyundi, Santa Fe, 2019, Automatic, 100, 161, Diesel, 39.2, 6, 2.2, 35985, 61174.5
12480, merc, X-CLASS, 2019, Automatic, 500, 805, Diesel, 35.8, 6.57, 2.3, 23495, 39941.5
12483, hyundi, Santa Fe, 2017, Manual, 30956, 49819, Diesel, 47.1, 4.99, 2.2, 17995, 30591.5
12484, vw, Beetle, 2016, Manual, 14382, 23146, Petrol, 43.5, 5.41, 2, 14980, 25466
12488, vw, Scirocco, 2015, Semi-Auto, 79929, 128633, Diesel, 53.3, 4.41, 2, 11421, 19415.7
12489, ford, Grand C-MAX, 2017, Manual, 35853, 57700, Diesel, 64.2, 3.66, 1.5, 10498, 17846.6
12490, ford, Grand C-MAX, 2016, Manual, 19000, 30577, Petrol, 54.3, 4.33, 1, 11995, 20391.5
12491, toyota, IQ, 2011, Automatic, 30000, 48280, Petrol, 58.9, 3.99, 1, 5500, 9350
12493, vw, Beetle, 2013, Manual, 38333, 61691, Petrol, 37.2, 6.32, 2, 10400, 17680
12494, merc, V Class, 2019, Automatic, 14227, 22896, Diesel, 45.6, 5.16, 2.2, 38949, 66213.3
12495, ford, Galaxy, 2017, Manual, 20747, 33389, Diesel, 56.5, 4.16, 2, 17799, 30258.3
12496, merc, GLS Class, 2020, Semi-Auto, 452, 727, Diesel, 30.4, 7.74, 3, 71991, 122384.7
12497, ford, KA, 2015, Manual, 29444, 47385, Petrol, 57.7, 4.08, 1.2, 5995, 10191.5
12499, vw, Caravelle, 2020, Semi-Auto, 1000, 1609, Diesel, 34, 6.92, 2, 50395, 85671.5
12500, ford, Grand C-MAX, 2013, Manual, 58873, 94747, Diesel, 60.1, 3.91, 1.6, 6799, 11558.3
12502, vw, Scirocco, 2015, Manual, 41001, 65985, Diesel, 55.4, 4.25, 2, 11998, 20396.6
12503, toyota, Hilux, 2018, Manual, 24775, 39871, Diesel, 40.4, 5.82, 2.4, 19298, 32806.6
12505, vw, CC, 2014, Manual, 72719, 117030, Diesel, 60.1, 3.91, 2, 7627, 12965.9
12509, audi, RS4, 2014, Manual, 60000, 96560, Petrol, 26.4, 8.91, 4.2, 25975, 44157.5
12510, vw, Arteon, 2018, Semi-Auto, 20656, 33243, Petrol, 47.1, 4.99, 2, 20498, 34846.6
12513, vw, Shuttle, 2019, Manual, 925, 1489, Diesel, 37.7, 6.24, 2, 23489, 39931.3
12514, hyundi, IX35, 2014, Manual, 37095, 59698, Diesel, 53.3, 4.41, 1.7, 9139, 15536.3
12515, toyota, Verso, 2018, Semi-Auto, 3252, 5234, Petrol, 43.5, 5.41, 1.8, 17995, 30591.5
12517, vw, Scirocco, 2014, Manual, 63617, 102381, Diesel, 62.8, 3.75, 2, 9650, 16405
12519, toyota, Verso, 2014, Manual, 30437, 48983, Petrol, 42.8, 5.5, 1.6, 9491, 16134.7
12520, merc, S Class, 2016, Semi-Auto, 36121, 58131, Diesel, 47.9, 4.91, 3, 26498, 45046.6
12523, vw, Beetle, 2005, Manual, 93839, 151019, Petrol, 40.9, 5.75, 1.6, 1495, 2541.5
12524, merc, CLS Class, 2019, Semi-Auto, 2798, 4503, Diesel, 47.9, 4.91, 2.9, 47899, 81428.3
12525, toyota, Verso, 2016, Automatic, 22703, 36537, Petrol, 43.5, 5.41, 1.8, 14995, 25491.5
12526, merc, CLA Class, 2014, Manual, 82580, 132899, Diesel, 64.2, 3.66, 1.8, 12795, 21751.5
12527, vw, Caravelle, 2019, Semi-Auto, 7034, 11320, Diesel, 29.4, 8, 2, 48990, 83283
12528, merc, CLA Class, 2017, Manual, 31875, 51298, Diesel, 67.3, 3.5, 2.1, 15500, 26350
12530, merc, GL Class, 2018, Automatic, 14026, 22573, Diesel, 56.5, 4.16, 2.1, 20899, 35528.3
12531, ford, Grand C-MAX, 2018, Manual, 43496, 70000, Petrol, 47.1, 4.99, 1, 12298, 20906.6
12533, ford, Galaxy, 2014, Automatic, 55632, 89531, Diesel, 47.1, 4.99, 2, 8000, 13600
12534, toyota, Prius, 2016, Automatic, 40794, 65651, Hybrid, 85.6, 2.75, 1.8, 17000, 28900
12535, bmw, M4, 2020, Semi-Auto, 2000, 3219, Petrol, 32.5, 7.24, 3, 51000, 86700
12536, vw, Caravelle, 2019, Semi-Auto, 3800, 6115, Diesel, 33.6, 7, 2, 41995, 71391.5
12537, ford, Galaxy, 2018, Manual, 31961, 51436, Diesel, 56.5, 4.16, 2, 18000, 30600
12539, toyota, Land Cruiser, 2020, Semi-Auto, 200, 322, Diesel, 30.1, 7.81, 2.8, 44995, 76491.5
12540, hyundi, IX20, 2016, Manual, 41691, 67095, Diesel, 64.2, 3.66, 1.6, 6995, 11891.5
12543, ford, Tourneo Custom, 2017, Manual, 15000, 24140, Diesel, 46.3, 5.08, 2, 19990, 33983
12544, ford, Grand C-MAX, 2018, Semi-Auto, 1587, 2554, Diesel, 51.4, 4.58, 1.5, 15970, 27149
12550, toyota, Avensis, 2016, Manual, 61300, 98653, Diesel, 67.3, 3.5, 1.6, 9995, 16991.5
12555, vw, CC, 2016, Automatic, 74360, 119671, Diesel, 56.5, 4.16, 2, 11440, 19448
12558, bmw, M3, 2010, Manual, 81000, 130357, Petrol, 22.8, 10.32, 4, 17650, 30005
12559, audi, RS6, 2016, Semi-Auto, 28639, 46090, Petrol, 29.4, 8, 4, 47992, 81586.4
12561, merc, V Class, 2019, Automatic, 2020, 3251, Diesel, 36.2, 6.5, 2, 45394, 77169.8
12565, ford, Tourneo Custom, 2017, Manual, 36000, 57936, Diesel, 44.8, 5.25, 2, 20000, 34000
12567, bmw, i8, 2018, Automatic, 11278, 18150, Hybrid, 134.5, 1.75, 1.5, 57870, 98379
12568, audi, A8, 2006, Automatic, 104000, 167371, Diesel, 33.6, 7, 3, 5595, 9511.5
12569, merc, GL Class, 2014, Automatic, 53407, 85950, Diesel, 35.3, 6.66, 3, 27499, 46748.3
12570, hyundi, I800, 2018, Automatic, 33138, 53330, Diesel, 28, 8.4, 2.5, 14800, 25160
12571, vw, Caddy Maxi Life, 2019, Semi-Auto, 1581, 2544, Diesel, 46.3, 5.08, 2, 22788, 38739.6
12573, merc, S Class, 2009, Automatic, 122000, 196339, Diesel, 36.7, 6.41, 3, 7724, 13130.8
12577, audi, Q8, 2019, Automatic, 8787, 14141, Diesel, 32.8, 7.17, 3, 56996, 96893.2
12578, hyundi, Santa Fe, 2016, Automatic, 10317, 16604, Diesel, 42.8, 5.5, 2.2, 19495, 33141.5
12579, bmw, X6, 2019, Automatic, 4155, 6687, Diesel, 44.8, 5.25, 3, 40980, 69666
12581, merc, CLS Class, 2016, Automatic, 44753, 72023, Diesel, 57.7, 4.08, 2.1, 17500, 29750
12582, ford, Grand C-MAX, 2016, Manual, 29592, 47624, Diesel, 64.2, 3.66, 1.5, 9940, 16898
12584, bmw, X6, 2019, Automatic, 3000, 4828, Petrol, 26.4, 8.91, 3, 64690, 109973
12586, toyota, Land Cruiser, 2019, Automatic, 6836, 11001, Diesel, 30.1, 7.81, 2.8, 49995, 84991.5
12587, ford, KA, 2016, Manual, 22543, 36279, Petrol, 57.7, 4.08, 1.2, 5990, 10183
12592, ford, Tourneo Custom, 2018, Manual, 14292, 23001, Diesel, 32.5, 7.24, 2, 20000, 34000
12593, bmw, Z4, 2020, Semi-Auto, 10, 16, Petrol, 38.7, 6.08, 2, 31895, 54221.5
12595, merc, S Class, 2018, Semi-Auto, 6623, 10659, Petrol, 34, 6.92, 4, 79995, 135991.5
12596, vw, Jetta, 2016, Semi-Auto, 39836, 64110, Diesel, 62.8, 3.75, 2, 11795, 20051.5
12597, ford, Grand C-MAX, 2016, Manual, 59478, 95720, Petrol, 54.3, 4.33, 1, 9351, 15896.7
12599, ford, Edge, 2016, Manual, 28366, 45651, Diesel, 48.7, 4.83, 2, 17500, 29750
12600, merc, SLK, 2011, Automatic, 40000, 64374, Petrol, 43.5, 5.41, 1.8, 10995, 18691.5
12606, toyota, Supra, 2019, Semi-Auto, 3000, 4828, Petrol, 34.5, 6.82, 3, 49990, 84983
12607, toyota, Prius, 2018, Automatic, 31786, 51154, Hybrid, 235, 1, 1.8, 22890, 38913
12608, merc, V Class, 2019, Automatic, 4362, 7020, Diesel, 45.6, 5.16, 2.2, 44410, 75497
12610, ford, Galaxy, 2017, Manual, 24805, 39920, Diesel, 56.5, 4.16, 2, 17650, 30005
12611, vw, Scirocco, 2017, Semi-Auto, 24331, 39157, Petrol, 44.1, 5.33, 2, 15652, 26608.4
12612, audi, Q8, 2019, Automatic, 10200, 16415, Diesel, 33.6, 7, 3, 48022, 81637.4
12613, hyundi, IX35, 2015, Manual, 40096, 64528, Diesel, 54.3, 4.33, 1.7, 8991, 15284.7
12614, ford, Grand C-MAX, 2016, Manual, 16271, 26186, Diesel, 64.2, 3.66, 1.5, 10490, 17833
12616, toyota, GT86, 2017, Manual, 14345, 23086, Petrol, 36.2, 6.5, 2, 17000, 28900
12617, toyota, GT86, 2019, Semi-Auto, 913, 1469, Petrol, 32.8, 7.17, 2, 23998, 40796.6
12620, audi, A7, 2020, Semi-Auto, 6150, 9897, Diesel, 38.7, 6.08, 3, 42995, 73091.5
12623, ford, Galaxy, 2016, Manual, 6906, 11114, Diesel, 56.5, 4.16, 2, 21499, 36548.3
12624, hyundi, IX20, 2016, Automatic, 13302, 21407, Petrol, 43.5, 5.41, 1.6, 8991, 15284.7
12625, audi, A8, 2017, Automatic, 16975, 27319, Petrol, 28.2, 8.34, 4, 43990, 74783
12626, merc, CLA Class, 2017, Automatic, 53159, 85551, Diesel, 58.9, 3.99, 2.1, 17590, 29903
12627, bmw, 7 Series, 2017, Semi-Auto, 6431, 10350, Diesel, 54.3, 4.33, 3, 33682, 57259.4
12628, hyundi, IX20, 2017, Manual, 20634, 33207, Petrol, 50.4, 4.67, 1.4, 9795, 16651.5
12629, ford, Grand C-MAX, 2016, Manual, 11969, 19262, Diesel, 64.2, 3.66, 1.5, 10000, 17000
12633, merc, GL Class, 2015, Automatic, 39775, 64011, Diesel, 55.4, 4.25, 2.1, 15999, 27198.3
12634, vw, Caravelle, 2019, Semi-Auto, 5434, 8745, Diesel, 33.6, 7, 2, 42999, 73098.3
12635, audi, R8, 2019, Automatic, 6954, 11191, Petrol, 21.6, 10.89, 5.2, 109990, 186983
12636, ford, Grand C-MAX, 2016, Manual, 39460, 63505, Diesel, 64.2, 3.66, 1.5, 9998, 16996.6
12637, ford, Grand C-MAX, 2017, Manual, 29886, 48097, Diesel, 64.2, 3.66, 1.5, 10698, 18186.6
12640, ford, Grand Tourneo Connect, 2015, Manual, 54429, 87595, Diesel, 58.9, 3.99, 1.6, 10499, 17848.3
12642, ford, Galaxy, 2017, Manual, 35369, 56921, Diesel, 56.5, 4.16, 2, 17999, 30598.3
12644, toyota, Hilux, 2016, Manual, 51840, 83428, Diesel, 38.7, 6.08, 2.5, 11292, 19196.4
12646, vw, Scirocco, 2017, Automatic, 34203, 55044, Diesel, 62.8, 3.75, 2, 17000, 28900
12649, hyundi, I40, 2015, Manual, 31979, 51465, Diesel, 65.7, 3.58, 1.7, 8700, 14790
12652, merc, CLS Class, 2017, Semi-Auto, 34567, 55630, Diesel, 51.4, 4.58, 3, 21950, 37315
12654, toyota, Prius, 2019, Automatic, 8000, 12875, Hybrid, 62.8, 3.75, 1.8, 25650, 43605
12656, bmw, M4, 2020, Semi-Auto, 5, 8, Petrol, 34, 6.92, 3, 59995, 101991.5
12658, ford, Grand C-MAX, 2015, Manual, 64000, 102998, Diesel, 64.2, 3.66, 1.5, 7999, 13598.3
12659, vw, California, 2019, Automatic, 10288, 16557, Diesel, 33.2, 7.08, 2, 57991, 98584.7
12660, merc, SLK, 2001, Automatic, 42087, 67732, Petrol, 30, 7.84, 2.3, 4490, 7633
12661, merc, V Class, 2019, Automatic, 18603, 29939, Diesel, 48.7, 4.83, 2.1, 20750, 35275
12663, merc, GL Class, 2015, Automatic, 39518, 63598, Diesel, 56.5, 4.16, 2.1, 17375, 29537.5
12664, hyundi, Santa Fe, 2017, Manual, 41109, 66158, Diesel, 47.1, 4.99, 2.2, 18670, 31739
12667, vw, CC, 2017, Automatic, 27000, 43452, Diesel, 58.9, 3.99, 2, 14000, 23800
12669, bmw, M4, 2019, Semi-Auto, 4500, 7242, Petrol, 32.5, 7.24, 3, 46950, 79815
12670, merc, GL Class, 2016, Automatic, 14253, 22938, Diesel, 36.2, 6.5, 3, 35371, 60130.7
12671, toyota, Prius, 2017, Automatic, 36000, 57936, Hybrid, 68.9, 3.41, 1.8, 19995, 33991.5
12674, vw, Beetle, 2015, Manual, 37944, 61065, Diesel, 55.4, 4.25, 2, 11000, 18700
12676, bmw, X6, 2016, Semi-Auto, 31585, 50831, Diesel, 47.1, 4.99, 3, 28950, 49215
12678, vw, Caravelle, 2019, Automatic, 947, 1524, Diesel, 32.8, 7.17, 2, 49996, 84993.2
12679, ford, Grand Tourneo Connect, 2016, Manual, 30000, 48280, Diesel, 61.4, 3.83, 1.5, 13995, 23791.5
12681, ford, Puma, 2020, Manual, 2548, 4101, Petrol, 50.4, 4.67, 1, 20890, 35513
12682, hyundi, Santa Fe, 2017, Semi-Auto, 35406, 56980, Diesel, 42.8, 5.5, 2.2, 19770, 33609
12684, merc, GLS Class, 2019, Automatic, 11663, 18770, Diesel, 37.2, 6.32, 3, 47980, 81566
12686, bmw, Z4, 2019, Semi-Auto, 4586, 7380, Petrol, 33.2, 7.08, 3, 35995, 61191.5
12689, ford, Galaxy, 2018, Semi-Auto, 32340, 52046, Diesel, 52.3, 4.5, 2, 19000, 32300
12691, merc, V Class, 2019, Semi-Auto, 1998, 3215, Diesel, 37.7, 6.24, 2, 42980, 73066
12693, audi, RS5, 2018, Automatic, 13121, 21116, Petrol, 32.5, 7.24, 2.9, 42000, 71400
12695, ford, Grand C-MAX, 2017, Manual, 36333, 58472, Diesel, 64.2, 3.66, 1.5, 10190, 17323
12696, hyundi, I800, 2018, Manual, 37530, 60399, Diesel, 37.7, 6.24, 2.5, 14795, 25151.5
12697, vw, Arteon, 2020, Semi-Auto, 1209, 1946, Diesel, 50.4, 4.67, 2, 30490, 51833
12698, toyota, Prius, 2017, Automatic, 47626, 76646, Hybrid, 94.1, 2.5, 1.8, 18495, 31441.5
12699, vw, Eos, 2011, Manual, 43000, 69202, Petrol, 41.5, 5.67, 1.4, 7195, 12231.5
12700, toyota, Hilux, 2012, Manual, 99600, 160290, Diesel, 38.7, 6.08, 2.5, 7750, 13175
12701, ford, Grand Tourneo Connect, 2017, Manual, 52175, 83967, Diesel, 64.2, 3.66, 1.5, 12500, 21250
12706, vw, Caddy Life, 2017, Manual, 15860, 25524, Petrol, 56.5, 4.16, 2, 19995, 33991.5
12707, toyota, Prius, 2015, Automatic, 22447, 36125, Hybrid, 68.9, 3.41, 1.8, 19723, 33529.1
12709, bmw, M4, 2017, Semi-Auto, 17834, 28701, Petrol, 34, 6.92, 3, 33650, 57205
12712, vw, Scirocco, 2015, Manual, 22442, 36117, Diesel, 55.4, 4.25, 2, 12998, 22096.6
12714, audi, S4, 2019, Automatic, 6000, 9656, Diesel, 39.2, 6, 3, 42888, 72909.6
12717, toyota, Avensis, 2016, Manual, 30879, 49695, Diesel, 67.3, 3.5, 1.6, 10895, 18521.5
12718, ford, Tourneo Custom, 2019, Manual, 3710, 5971, Diesel, 35.3, 6.66, 2, 19999, 33998.3
12719, toyota, Avensis, 2016, Manual, 63956, 102927, Diesel, 62.8, 3.75, 2, 11503, 19555.1
12720, audi, SQ7, 2017, Automatic, 20761, 33412, Diesel, 39.2, 6, 4, 44444, 75554.8
12721, bmw, X4, 2019, Semi-Auto, 7356, 11838, Diesel, 40.9, 5.75, 3, 38495, 65441.5
12722, vw, Tiguan Allspace, 2019, Semi-Auto, 6539, 10523, Diesel, 39.2, 6, 2, 26990, 45883
12723, vw, Tiguan Allspace, 2019, Semi-Auto, 7022, 11301, Diesel, 38.7, 6.08, 2, 26950, 45815
12724, vw, Caravelle, 2020, Semi-Auto, 1500, 2414, Diesel, 33.6, 7, 2, 45990, 78183
12725, bmw, M4, 2018, Semi-Auto, 7732, 12443, Petrol, 34, 6.92, 3, 36498, 62046.6
12727, merc, GL Class, 2018, Automatic, 8291, 13343, Diesel, 56.5, 4.16, 2.1, 27699, 47088.3
12730, merc, S Class, 2016, Semi-Auto, 31210, 50228, Diesel, 47.9, 4.91, 3, 28980, 49266
12731, merc, S Class, 2019, Semi-Auto, 100, 161, Petrol, 40.9, 5.75, 3, 60998, 103696.6
12732, vw, Scirocco, 2016, Manual, 22032, 35457, Petrol, 52.3, 4.5, 1.4, 13552, 23038.4
12733, hyundi, Santa Fe, 2016, Automatic, 20960, 33732, Diesel, 42.8, 5.5, 2.2, 16999, 28898.3
12735, bmw, X4, 2015, Manual, 70601, 113621, Diesel, 52.3, 4.5, 2, 17399, 29578.3
12737, hyundi, I800, 2018, Automatic, 35460, 57067, Diesel, 28, 8.4, 2.5, 15794, 26849.8
12739, hyundi, I800, 2019, Manual, 21457, 34532, Diesel, 31.7, 7.42, 2.5, 16199, 27538.3
12740, merc, GLS Class, 2017, Automatic, 7201, 11589, Diesel, 37.2, 6.32, 3, 38250, 65025
12741, ford, Edge, 2016, Manual, 27500, 44257, Diesel, 48.7, 4.83, 2, 17900, 30430
12742, toyota, Verso, 2017, Manual, 54761, 88129, Diesel, 62.8, 3.75, 1.6, 9698, 16486.6
12743, ford, Galaxy, 2018, Manual, 17003, 27364, Diesel, 56.5, 4.16, 2, 20750, 35275
12744, vw, Arteon, 2019, Manual, 3000, 4828, Diesel, 52.3, 4.5, 2, 29000, 49300
12745, merc, S Class, 2016, Semi-Auto, 23743, 38211, Diesel, 47.9, 4.91, 3, 30998, 52696.6
12747, ford, Galaxy, 2019, Semi-Auto, 7439, 11972, Diesel, 53.3, 4.41, 2, 24500, 41650
12748, merc, SLK, 2016, Semi-Auto, 33534, 53968, Diesel, 70.6, 3.33, 2, 15280, 25976
12749, merc, V Class, 2015, Automatic, 57500, 92537, Diesel, 44.8, 5.25, 2.1, 27490, 46733
12751, vw, Amarok, 2018, Automatic, 23371, 37612, Diesel, 36.2, 6.5, 3, 30995, 52691.5
12752, ford, Fusion, 2005, Manual, 31000, 49890, Petrol, 41.5, 5.67, 1.4, 2095, 3561.5
12753, toyota, Prius, 2010, Automatic, 68296, 109911, Hybrid, 70.6, 3.33, 1.8, 8993, 15288.1
12756, merc, S Class, 2012, Automatic, 72700, 116999, Diesel, 41.5, 5.67, 3, 12995, 22091.5
12757, ford, Edge, 2016, Manual, 77137, 124140, Diesel, 48.7, 4.83, 2, 14998, 25496.6
12758, vw, Scirocco, 2011, Manual, 80000, 128747, Diesel, 62.8, 3.75, 2, 6975, 11857.5
12761, audi, A7, 2017, Semi-Auto, 16236, 26129, Diesel, 61.4, 3.83, 3, 23990, 40783
12764, ford, KA, 2016, Manual, 6205, 9986, Petrol, 57.7, 4.08, 1.2, 8100, 13770
12765, bmw, M3, 2004, Manual, 80000, 128747, Petrol, 23.7, 9.92, 3.2, 16950, 28815
12766, bmw, M4, 2019, Semi-Auto, 9244, 14877, Petrol, 32.5, 7.24, 3, 44980, 76466
12769, vw, Arteon, 2019, Semi-Auto, 8861, 14260, Petrol, 40.4, 5.82, 1.5, 21982, 37369.4
12770, toyota, Prius, 2019, Automatic, 6451, 10382, Other, 61.4, 3.83, 1.8, 23750, 40375
12771, audi, A8, 2015, Automatic, 35361, 56908, Diesel, 48.7, 4.83, 3, 19230, 32691
12774, toyota, Verso, 2017, Semi-Auto, 19807, 31876, Petrol, 42.8, 5.5, 1.8, 12990, 22083
12775, bmw, 7 Series, 2019, Semi-Auto, 2919, 4698, Diesel, 41.5, 5.67, 3, 52900, 89930
12776, toyota, Hilux, 2016, Manual, 20250, 32589, Diesel, 40.4, 5.82, 2.4, 15650, 26605
12778, vw, Arteon, 2019, Automatic, 9956, 16023, Petrol, 47.1, 4.99, 2, 26690, 45373
12780, merc, GLS Class, 2019, Automatic, 11607, 18680, Diesel, 37.2, 6.32, 3, 44990, 76483
12781, bmw, X4, 2015, Automatic, 51536, 82939, Diesel, 47.9, 4.91, 3, 19799, 33658.3
12782, audi, RS5, 2019, Automatic, 4009, 6452, Petrol, 29.7, 7.92, 2.9, 55292, 93996.4
12785, hyundi, I40, 2016, Semi-Auto, 59335, 95490, Diesel, 56.5, 4.16, 1.7, 9500, 16150
12786, ford, Galaxy, 2019, Manual, 2815, 4530, Diesel, 55.4, 4.25, 2, 26950, 45815
12787, ford, Edge, 2018, Semi-Auto, 25270, 40668, Diesel, 47.9, 4.91, 2, 23495, 39941.5
12791, hyundi, I40, 2016, Manual, 40134, 64589, Diesel, 65.7, 3.58, 1.7, 9698, 16486.6
12792, merc, S Class, 2019, Automatic, 1501, 2416, Diesel, 41.5, 5.67, 3, 54990, 93483
12793, ford, Galaxy, 2019, Manual, 16448, 26470, Diesel, 55.4, 4.25, 2, 24999, 42498.3
12794, bmw, X4, 2020, Semi-Auto, 7724, 12431, Diesel, 37.2, 6.32, 3, 45990, 78183
12795, vw, Jetta, 2013, Manual, 48501, 78055, Diesel, 67.3, 3.5, 1.6, 6891, 11714.7
12797, toyota, Supra, 2019, Automatic, 10, 16, Petrol, 34.5, 6.82, 3, 49499, 84148.3
12799, audi, RS6, 2017, Automatic, 17283, 27814, Petrol, 29.4, 8, 4, 59900, 101830
12800, ford, Mustang, 2020, Automatic, 3500, 5633, Petrol, 30.7, 7.66, 2.3, 38489, 65431.3
12802, ford, Mustang, 2020, Manual, 100, 161, Petrol, 22.8, 10.32, 5, 41000, 69700
12803, hyundi, I40, 2019, Semi-Auto, 1000, 1609, Diesel, 53.3, 4.41, 1.6, 21000, 35700
12806, ford, Edge, 2017, Manual, 18968, 30526, Diesel, 48.7, 4.83, 2, 18950, 32215
12808, ford, Grand Tourneo Connect, 2017, Manual, 9000, 14484, Diesel, 64.2, 3.66, 1.5, 24500, 41650
12809, audi, Q8, 2019, Automatic, 6000, 9656, Diesel, 32.8, 7.17, 3, 64990, 110483
12813, hyundi, Santa Fe, 2018, Semi-Auto, 31350, 50453, Diesel, 42.8, 5.5, 2.2, 19099, 32468.3
12814, ford, Grand Tourneo Connect, 2017, Manual, 20122, 32383, Diesel, 64.2, 3.66, 1.5, 14000, 23800
12815, vw, Tiguan Allspace, 2019, Automatic, 5000, 8047, Diesel, 39.2, 6, 2, 31899, 54228.3
12816, vw, Beetle, 2016, Manual, 65318, 105119, Diesel, 65.7, 3.58, 2, 8690, 14773
12817, audi, S3, 2015, Manual, 48800, 78536, Petrol, 39.8, 5.91, 2, 17950, 30515
12819, hyundi, IX20, 2016, Manual, 29099, 46830, Petrol, 50.4, 4.67, 1.4, 8199, 13938.3
12820, merc, V Class, 2019, Automatic, 677, 1090, Diesel, 36.7, 6.41, 2, 47995, 81591.5
12823, ford, Edge, 2017, Automatic, 41000, 65983, Diesel, 48.7, 4.83, 2, 20994, 35689.8
12824, vw, Caravelle, 2019, Semi-Auto, 2544, 4094, Diesel, 32.8, 7.17, 2, 42900, 72930
12826, audi, RS3, 2019, Semi-Auto, 14585, 23472, Petrol, 29.7, 7.92, 2.5, 46990, 79883
12827, hyundi, IX35, 2013, Manual, 54321, 87421, Diesel, 53.3, 4.41, 1.7, 6999, 11898.3
12828, hyundi, Santa Fe, 2019, Semi-Auto, 17835, 28703, Diesel, 39.8, 5.91, 2.2, 28500, 48450
12834, ford, Puma, 2019, Manual, 3000, 4828, Petrol, 50.4, 4.67, 1, 25820, 43894
12835, vw, Arteon, 2018, Manual, 7813, 12574, Diesel, 65.7, 3.58, 2, 21502, 36553.4
12837, ford, Puma, 2019, Manual, 578, 930, Petrol, 50.4, 4.67, 1, 22000, 37400
12839, merc, S Class, 2019, Semi-Auto, 3835, 6172, Diesel, 52.3, 4.5, 3, 53999, 91798.3
12840, audi, Q8, 2019, Semi-Auto, 9089, 14627, Diesel, 33.6, 7, 3, 51991, 88384.7
12842, ford, Edge, 2018, Semi-Auto, 12815, 20624, Diesel, 48.7, 4.83, 2, 22795, 38751.5
12844, audi, A8, 2018, Semi-Auto, 10249, 16494, Diesel, 50.4, 4.67, 3, 33998, 57796.6
12845, hyundi, Santa Fe, 2017, Semi-Auto, 41429, 66673, Diesel, 42.8, 5.5, 2.2, 18894, 32119.8
12846, vw, Arteon, 2019, Semi-Auto, 25, 40, Diesel, 50.4, 4.67, 2, 26998, 45896.6
12847, audi, RS3, 2016, Semi-Auto, 29920, 48151, Petrol, 34.9, 6.74, 2.5, 29888, 50809.6
12849, vw, Arteon, 2019, Automatic, 2536, 4081, Diesel, 50.4, 4.67, 2, 27399, 46578.3
12854, vw, Tiguan Allspace, 2019, Semi-Auto, 9023, 14521, Diesel, 47.9, 4.91, 2, 28991, 49284.7
12856, ford, Tourneo Custom, 2017, Manual, 33650, 54154, Diesel, 44.1, 5.33, 2, 17995, 30591.5
12863, vw, Caravelle, 2019, Automatic, 12152, 19557, Diesel, 44.8, 5.25, 2, 43990, 74783
12864, merc, M Class, 2008, Automatic, 110000, 177027, Diesel, 28.8, 8.17, 3, 5990, 10183
12865, bmw, M4, 2019, Automatic, 299, 481, Petrol, 32.5, 7.24, 3, 44889, 76311.3
12867, hyundi, IX20, 2017, Automatic, 11211, 18042, Petrol, 43.5, 5.41, 1.6, 9995, 16991.5
12868, hyundi, I800, 2016, Automatic, 55088, 88655, Diesel, 33.6, 7, 2.5, 12000, 20400
